Title,Nb rating,Prices,Nb visits,Rating,Annulation,Duration,Language,Adress
Excursion sur l'île Key West,258,46.5,636 ,8.50 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Miami
Flyboard à Miami,-1,25.3,9 111 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,20 minutes,Anglais,Miami
Offre : Visite de Miami + Everglades,9,62.6,1 636 ,8.20 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,8 heures,Français,Miami
Balade privée en aéroglisseur dans les Everglades,3,98.8,134 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,-1,Miami
Offre : Visite dans Miami + Balade en bateau,2,60.8,41 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,7h30,Français,Miami
Excursion aux Universal Orlando Resort,13,9,2 528 ,7.70 / 10,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Miami
Vol en hélicoptère au-dessus de Miami,5,50.3,6 ,9.60 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,25 min - 30 min,Anglais,Miami
Visite guidée dans Little Havana,1,47.5,80 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,Français,Miami
Bus touristique de Miami,62,249.8,65 ,7.40 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour,Français,Miami
Balade en bateau à travers les Villas des Stars,365,103.5,23 ,8.50 / 10,Non remboursable. Cette activité n'admet pas d'annulation.,1h30,Anglais,Miami
Balade en bateau à moteur à Miami,41,287.4,159 ,8.50 / 10,Gratuit ! Annulez sans frais jusqu'à 8 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,45 minutes,Anglais,Miami
Carte eSIM avec Internet aux États-Unis,14,65.5,179 ,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Miami
Offre : Contrastes de Miami + Everglades + Balade en bateau,97,129.2,3 ,9.40 / 10,Gratuit ! Annulez sans frais jusqu'à 36 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,8 heures,Anglais et espagnol,Miami
Excursion aux Everglades,322,246,1 019 ,7.90 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,4 heures,Anglais et espagnol,Miami
Balade en aéroglisseur dans les Everglades,28,45,6 866 ,7.70 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h30,-1,Miami
Offre : Everglades + Balade en bateau,143,41.9,688 ,8.40 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,7h30,Français,Miami
Go city Miami Explorer Pass,1,28.5,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Miami
Excursion sur l'île Key West,258,38,2 928 ,8.50 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Miami
Flyboard à Miami,-1,21.3,4 395 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,20 minutes,Anglais,Miami
Offre : Visite de Miami + Everglades,9,116.8,636 ,8.20 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,8 heures,Français,Miami
Balade privée en aéroglisseur dans les Everglades,3,46.5,9 111 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,-1,Miami
Offre : Visite dans Miami + Balade en bateau,2,25.3,1 636 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,7h30,Français,Miami
Excursion aux Universal Orlando Resort,13,62.6,134 ,7.70 / 10,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Miami
Vol en hélicoptère au-dessus de Miami,5,98.8,41 ,9.60 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,25 min - 30 min,Anglais,Miami
Visite guidée dans Little Havana,1,60.8,2 528 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,3h30,Français,Miami
Billet pour le Centre Spatial Kennedy,2,58.7,125 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Orlando
Billets pour les Orlando Magic,6,28.8,134 ,9.70 / 10,Non remboursable. Cette activité n'admet pas d'annulation.,3 heures,-1,Orlando
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Orlando
Balade en aéroglisseur dans les Everglades,1,32.1,50 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,30 min - 1h,-1,Orlando
Billet pour Madame Tussauds,-1,32.7,14 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Orlando
Billet pour l'Universal Orlando Resort,15,356.4,1 085 ,9.60 / 10,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,Orlando
Billet pour WonderWorks,-1,45.5,62 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,Orlando
Billet pour la grande roue The Wheel de l'ICON Park,-1,35.8,25 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,25 minutes,-1,Orlando
Excursion à Saint Augustine,4,30.7,57 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,10 heures,Anglais,Orlando
Billet pour le Musée des Illusions,-1,81.8,20 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,Orlando
Pass Go City Orlando Explorer,2,25.9,69 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,60 jours,-1,Orlando
Billet pour SEA LIFE® Orlando,1,52,52 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Orlando
Excursion à Miami,9,32.7,4 ,6.40 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,16 heures,Anglais,Orlando
Billet pour SeaWorld Orlando,-1,124.2,62 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 14 jours,-1,Orlando
Go City : Orlando All-Inclusive Pass,-1,98.2,490 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 jours - 5 jours,-1,Orlando
Billet pour Madame Tussauds + SEA LIFE® Orlando,1,148.3,21 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,-1,-1,Orlando
Excursion au Centre Spatial Kennedy,39,42,80 ,7.60 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Orlando
Visite guidée d'Orlando avec balade en bateau,-1,76.1,68 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Orlando
Offre : Centre Spatial Kennedy + Everglades,6,76.1,57 ,44841,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,11 heures,-1,Orlando
Excursion libre à l'Universal Orlando Resort,-1,162.7,81 ,-1,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Orlando
Nage avec des lamantins à Crystal River,-1,30.8,42 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,11 heures,Anglais,Orlando
Billet pour le LEGOLAND Florida Theme Park,-1,95.3,75 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1 jour - 2 jours,-1,Orlando
Trolleybus touristique d'Orlando,2,100.1,12 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 14 jours,-1,Orlando
Excursion à Miami et aux Everglades,3,5.8,44 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,16 heures,Anglais,Orlando
Excursion aux Everglades,8,191.6,3 ,7.30 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,5 heures,Anglais,Orlando
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Boston
Go City Boston Explorer Pass,2,50,57 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Boston
Balade en bateau au coucher de soleil,2,42,18 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,1h30,Anglais,Boston
Visite guidée d'Harvard,14,18.8,151 ,8.10 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h10,Anglais,Boston
Visite guidée du MIT,-1,18.8,14 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h10,Anglais,Boston
Trolleybus touristique de Boston,2,85.7,19 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 2 jours,Anglais,Boston
Visite en bus amphibie à Boston,-1,48.5,36 ,-1,Si vous annulez juste après avoir réservé: nous vous rembourserons 100% du montant total. Si vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h20,Français,Boston
Expérience Jet Boat à Boston,-1,51.4,7 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,45 minutes,-1,Boston
Visite des plateaux de tournage de séries et de films,-1,49.7,5 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Boston
Boston CityPASS,-1,34.6,14 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,9 jours,-1,Boston
Pub Crawl : tournée des bars à Boston !,-1,64.5,139 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,2h15,Anglais,Boston
Transfert en ferry pour Salem,1,45.5,37 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,50 minutes,-1,Boston
Go City Boston All Inclusive Pass,6,26.4,50 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 7 jours,-1,Boston
Observation de baleines à Boston,-1,59.7,19 ,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,3h30,Anglais,Boston
Ferry pour Provincetown,-1,65.5,3 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1h30,-1,Boston
Visite guidée dans Boston,3,62.5,9 ,9.30 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Boston
Excursion aux Bahamas,17,216.7,386 ,4.90 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,10h30,-1,Fort Lauderdale
Vol en hélicoptère à Miami,1,149.3,3 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,15 min - 30 min,Anglais et espagnol,Fort Lauderdale
Balade en bateau à Fort Lauderdale,-1,31.7,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Fort Lauderdale
Location de yacht avec skipper à Fort Lauderdale,-1,963.2,8 ,-1,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h - 6h,Anglais et espagnol,Fort Lauderdale
Excursion sur l'île Key West,-1,95.3,10 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,15 heures,Anglais,Fort Lauderdale
Balade en bateau dans Fort Lauderdale au coucher du soleil,1,31.7,65 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Fort Lauderdale
Balade en aéroglisseur aux Everglades,4,25.7,4 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h30,-1,Fort Lauderdale
Balade de nuit en aéroglisseur aux Everglades,-1,41.2,6 501 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 heure,-1,Fort Lauderdale
Balade privée en aéroglisseur aux Everglades,-1,293.8,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,-1,Fort Lauderdale
Assurance voyage Civitatis,203,9,,8.60 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,5 jours - 31 jours,-1,Fort Lauderdale
Location de vélo à Miami,1,43.8,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h - 11h,-1,Fort Lauderdale
Croisière à travers la baie de Miami,-1,24,,-1,Non remboursable. Cette activité n'admet aucune annulation ou modification.,2h - 7h,Français,Fort Lauderdale
Visite de nuit dans Miami,-1,389,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Français,Fort Lauderdale
Visite de nuit en bus à toit ouvert,-1,47.2,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h15 - 1h30,Français et d'autres langues,Fort Lauderdale
Excursion shopping aux outlets de Miami,9,25.1,,7.60 / 10,Gratuit ! Annulez sans frais jusqu'à 36 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,6h30 - 8h,-1,Fort Lauderdale
Billet pour la Villa Vizcaya et ses jardins,-1,42.1,,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,-1,Fort Lauderdale
Balade privée en bateau près des maisons des célébrités,-1,81.8,,-1,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3h - 7h,Anglais et espagnol,Fort Lauderdale
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Houston
Visite à la découverte des graffitis à Houston,-1,52.9,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Houston
Visite à la découverte de la bière artisanale dans Houston,-1,47.2,18 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Houston
Visite gastronomique dans Houston,-1,59.7,190 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,Anglais et espagnol,Houston
Visite panoramique de Houston,3,33.6,4 ,9.30 / 10,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Houston
Houston Museum Pass,-1,56.5,46 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 3 jours,-1,Houston
Visite panoramique de Houston + Île de Galveston,-1,38.4,6 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,7 heures,Anglais,Houston
Houston Brew Pass,-1,95.3,82 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 3 jours,Anglais,Houston
Visite panoramique de Houston + Tanger Outlets,1,43.3,22 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,7 heures,Anglais,Houston
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Honolulu
Free tour dans Honolulu,-1,73.5,14 ,-1,-1,1h15,Anglais,Honolulu
Visite de la côte est d'Oahu,1,0,107 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Honolulu
Pass Go City Oahu All-Inclusive,1,95.3,9 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour - 7 jours,-1,Honolulu
Visite de la côte ouest d'Oahu,1,80.9,,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Honolulu
Balade en hélicoptère au-dessus d'Oahu,3,120.4,3 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,30 min - 1h,-1,Honolulu
Visite de l'île d'Oahu,4,264.9,49 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Honolulu
Balade en hélicoptère au-dessus d'Honolulu au coucher de soleil,1,9,40 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,50 minutes,-1,Honolulu
Visite du nord d'Oahu,1,95.3,1 voyageur,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais et espagnol,Honolulu
Visite photos dans Oahu,1,197.4,6 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Honolulu
Baptême de plongée à Honolulu,-1,95.3,5 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h - 1h30,Anglais et espagnol,Honolulu
Snorkeling à Honolulu,-1,161.3,15 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30 - 2h,Anglais et espagnol,Honolulu
Visite gastronomique dans Honolulu,-1,85.7,11 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez avec plus de 24 heures d’avance: nous vous rembourserons 50%. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Honolulu
Balade à vélo dans Key West,-1,43.3,5 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,Anglais,Key West
Snorkeling à Key West,-1,51.7,38 ,-1,Gratuit ! Annulez sans frais jusqu'à 4 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,3 heures,Anglais,Key West
Balade en bateau à fond de verre,-1,56.8,4 ,-1,Gratuit ! Annulez sans frais jusqu'à 4 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Anglais,Key West
Balade en jet-ski à Key West,-1,160.4,9 111 ,-1,Gratuit ! Annulez sans frais jusqu'à 4 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30,Anglais,Key West
Trolleybus des fantômes de Key West,-1,62.6,4 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 heure,Anglais,Key West
Balade en bateau au coucher de soleil à Key West,1,38.3,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 4 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h30 - 2h,Anglais,Key West
Train touristique de Key West,1,51.7,2 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1 jour - 2 jours,-1,Key West
Billet pour l'Aquarium de Key West,-1,38.3,1 voyageur,-1,Non remboursable. Cette activité n'admet pas d'annulation.,-1,-1,Key West
Trolleybus touristique de Key West,-1,21.7,2 ,-1,Non remboursable. Cette activité n'admet pas d'annulation.,1j 7h30 min - 2j,Anglais,Key West
Visite à vélo dans la Nouvelle-Orléans,1,38.5,20 ,-1,Gratuit ! Annulez sans frais jusqu'à 3 jours avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h - 3h30,Anglais,Nouvelle Orleans
Visite privée de La Nouvelle-Orléans avec guide francophone,1,168.5,34 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2 heures,Français,Nouvelle Orleans
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Nouvelle Orleans
Balade en aéroglisseur dans la Réserve de Barataria,-1,56.8,55 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h40 - 4h,Anglais,Nouvelle Orleans
Excursion à la plantation d'Oak Alley,3,9,116 ,8.70 / 10,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Nouvelle Orleans
Visite à la découverte des mystères et légendes de la Nouvelle Orléans,-1,64.5,17 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h45,Anglais,Nouvelle Orleans
Visite autour du Jazz à la Nouvelle-Orléans,-1,19.3,37 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h30,Anglais,Nouvelle Orleans
Balade en bateau dans la Réserve de Barataria,1,56.8,24 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1h40 - 4h,Anglais,Nouvelle Orleans
Bus touristique de la Nouvelle-Orléans,2,27.9,19 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,1 jour,Anglais,Nouvelle Orleans
Visite gastronomique dans la Nouvelle-Orléans,1,56.8,26 ,-1,Gratuit ! Annulez sans frais jusqu'à 48 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,2h30,Anglais,Nouvelle Orleans
Excursion à la plantation Destrehan,-1,37.5,2 ,-1,Gratuit ! Annulez sans frais jusqu'à 24 heures avant l'activité. Si vous annulez dans un délai moindre ou vous ne vous présentez pas: aucun remboursement ne vous sera proposé.,-1,Anglais,Nouvelle Orleans
Carte eSIM avec Internet aux États-Unis,14,21.6,,6.70 / 10,Non remboursable. Cette activité n'admet aucune annulation ou modification.,10 jours - 30 jours,-1,Philadelphie
